fieldNumber,fieldSpeciesName,infraSpecificRank,infraSpecificName,otherSpeciesName,altitude,sourceOfCoordinates,coordinatePrecision,coordinateUncertainty,dateCreated,sourceFile,generalNotes,hybridStatus,hybridStatusNotes,archived,nswNumber,sampleDate,bundleNumber,boxNumber,livingCollectionId,populationGeneticsId,collectionNotes,tissueSampleColumn,tissueSampleType,hmNumber,herbariumId,herbariumSpecimenIrn,herbariumSpecimenCollector,herbariumCollectionDate,dateToDart,dartServiceNumber,dartOptimization,dartSequencing,duplicateSampleSent,dartNotes,dateToMtAnnan,destructiveSamplingDate,destructiveSamplingBy,destructiveSamplingSiteName,populationInfoId,phenologyId,eventId,idCurrent,acceptedName,genus,species,provisionalAcceptedStatus,taxonType,locality,nationalPark,natureReserve,peoplePresent,stateConservationArea,stateForest,otherTenure,eventKey,plants10m,adultsPresent,juvenilesPresent,speciesIdConfidence,speciesIdNotes,nativeStatus,populationNotes,reproductiveState,flowers,fruit,dartOrderCount,dartOrderServiceNumbers,projectsString,id,type,date,decimalLongitude,decimalLatitude,geodeticDatum
,Melaleuca quinquenervia,,,,12.596191,GPS,10.0,48.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1022340,2018-02-08T13:00:00+00:00,,,,,,Location...genetic.sample.2,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002289,phenology-j7ud62o,S1311_2018-02-09,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Side of Elizabeth Drive,,,Joel Cohen; Angus Robinson,Munmorah State Conservation Area,,,S1311_2018-02-09,between 5 and 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,151.587062,-33.20252,WGS84
,Melaleuca quinquenervia,,,,34.813965,GPS,5.0,32.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1022345,2018-02-08T13:00:00+00:00,,,,,,Location...genetic.sample.3,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002289,phenology-j7ud62o,S1311_2018-02-09,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Side of Elizabeth Drive,,,Joel Cohen; Angus Robinson,Munmorah State Conservation Area,,,S1311_2018-02-09,between 5 and 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,151.587209,-33.202223,WGS84
,Melaleuca quinquenervia,,,,9.113464,GPS,5.0,48.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1022304,2018-02-08T13:00:00+00:00,,,,,,Location...genetic.sample.4,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002289,phenology-j7ud62o,S1311_2018-02-09,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Side of Elizabeth Drive,,,Joel Cohen; Angus Robinson,Munmorah State Conservation Area,,,S1311_2018-02-09,between 5 and 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,151.587243,-33.202182,WGS84
,Melaleuca quinquenervia,,,,42.716553,GPS,5.0,48.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1022303,2018-02-08T13:00:00+00:00,,,,,,Location...genetic.sample.5,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002289,phenology-j7ud62o,S1311_2018-02-09,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Side of Elizabeth Drive,,,Joel Cohen; Angus Robinson,Munmorah State Conservation Area,,,S1311_2018-02-09,between 5 and 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,151.587174,-33.201896,WGS84
,Melaleuca quinquenervia,,,,19.31357,GPS,200.0,24.01256,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1022302,2018-02-08T13:00:00+00:00,,,,,,Location...genetic.sample.6,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002289,phenology-j7ud62o,S1311_2018-02-09,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Side of Elizabeth Drive,,,Joel Cohen; Angus Robinson,Munmorah State Conservation Area,,,S1311_2018-02-09,between 5 and 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,151.587825,-33.201622,WGS84
,Melaleuca quinquenervia,,,,2.644653,GPS,5.0,8.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028010,2018-02-08T13:00:00+00:00,,,,,,Location...genetic.sample.1..tap.in.white.space.and.accept.coordinates.,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002290,phenology-d6ap01f,S1308_2018-02-09,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Along Diamond Head Road,Crowdy Bay National Park,,Joel Cohen; Angus Robinson,,,,S1308_2018-02-09,between 5 and 20,Yes,Yes,,,,,fertile,"buds, mature, bisexual","not present, immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.739001,-31.766352,WGS84
,Melaleuca quinquenervia,,,,10.545898,GPS,5.0,12.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028063,2018-02-08T13:00:00+00:00,,,,,,Location...genetic.sample.2,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002290,phenology-d6ap01f,S1308_2018-02-09,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Along Diamond Head Road,Crowdy Bay National Park,,Joel Cohen; Angus Robinson,,,,S1308_2018-02-09,between 5 and 20,Yes,Yes,,,,,fertile,"buds, mature, bisexual","not present, immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.740716,-31.765011,WGS84
,Melaleuca quinquenervia,,,,31.420044,GPS,10.0,16.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028062,2018-02-08T13:00:00+00:00,,,,,,Location...genetic.sample.3,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002290,phenology-d6ap01f,S1308_2018-02-09,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Along Diamond Head Road,Crowdy Bay National Park,,Joel Cohen; Angus Robinson,,,,S1308_2018-02-09,between 5 and 20,Yes,Yes,,,,,fertile,"buds, mature, bisexual","not present, immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.740884,-31.764779,WGS84
,Melaleuca quinquenervia,,,,10.260498,GPS,5.0,12.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028068,2018-02-08T13:00:00+00:00,,,,,,Location...genetic.sample.4,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002290,phenology-d6ap01f,S1308_2018-02-09,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Along Diamond Head Road,Crowdy Bay National Park,,Joel Cohen; Angus Robinson,,,,S1308_2018-02-09,between 5 and 20,Yes,Yes,,,,,fertile,"buds, mature, bisexual","not present, immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.741042,-31.764839,WGS84
,Melaleuca quinquenervia,,,,7.834351,GPS,5.0,12.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1022841,2018-02-08T13:00:00+00:00,,,,,,Location...genetic.sample.5,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002290,phenology-d6ap01f,S1308_2018-02-09,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Along Diamond Head Road,Crowdy Bay National Park,,Joel Cohen; Angus Robinson,,,,S1308_2018-02-09,between 5 and 20,Yes,Yes,,,,,fertile,"buds, mature, bisexual","not present, immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.741676,-31.764908,WGS84
,Melaleuca quinquenervia,,,,-0.87663,GPS,5.0,3.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1022842,2018-02-08T13:00:00+00:00,,,,,,Location...genetic.sample.6,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002290,phenology-d6ap01f,S1308_2018-02-09,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Along Diamond Head Road,Crowdy Bay National Park,,Joel Cohen; Angus Robinson,,,,S1308_2018-02-09,between 5 and 20,Yes,Yes,,,,,fertile,"buds, mature, bisexual","not present, immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.741627,-31.76491,WGS84
,Melaleuca quinquenervia,,,,13.768622,GPS,5.0,3.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028035,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.1..tap.in.white.space.and.accept.coordinates.,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002295,phenology-m3wa17t,S1302_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Ocean Drive; Port Macquarie,,,Joel Cohen; Angus Robinson,,,,S1302_2018-02-08,between 5 and 20,Yes,Yes,,,,,fertile,"buds, mature, bisexual","not present, immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.904358,-31.493406,WGS84
,Melaleuca quinquenervia,,,,14.242872,GPS,5.0,4.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028034,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.2,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002295,phenology-m3wa17t,S1302_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Ocean Drive; Port Macquarie,,,Joel Cohen; Angus Robinson,,,,S1302_2018-02-08,between 5 and 20,Yes,Yes,,,,,fertile,"buds, mature, bisexual","not present, immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.904358,-31.493406,WGS84
,Melaleuca quinquenervia,,,,23.17633,GPS,10.0,24.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028033,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.3,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002295,phenology-m3wa17t,S1302_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Ocean Drive; Port Macquarie,,,Joel Cohen; Angus Robinson,,,,S1302_2018-02-08,between 5 and 20,Yes,Yes,,,,,fertile,"buds, mature, bisexual","not present, immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.904603,-31.493171,WGS84
,Melaleuca quinquenervia,,,,7.354072,GPS,5.0,4.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028032,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.4,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002295,phenology-m3wa17t,S1302_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Ocean Drive; Port Macquarie,,,Joel Cohen; Angus Robinson,,,,S1302_2018-02-08,between 5 and 20,Yes,Yes,,,,,fertile,"buds, mature, bisexual","not present, immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.904583,-31.493154,WGS84
,Melaleuca quinquenervia,,,,10.264392,GPS,5.0,3.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028030,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.5,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002295,phenology-m3wa17t,S1302_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Ocean Drive; Port Macquarie,,,Joel Cohen; Angus Robinson,,,,S1302_2018-02-08,between 5 and 20,Yes,Yes,,,,,fertile,"buds, mature, bisexual","not present, immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.905051,-31.493566,WGS84
,Melaleuca quinquenervia,,,,10.079678,GPS,5.0,3.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028029,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.6,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002295,phenology-m3wa17t,S1302_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Ocean Drive; Port Macquarie,,,Joel Cohen; Angus Robinson,,,,S1302_2018-02-08,between 5 and 20,Yes,Yes,,,,,fertile,"buds, mature, bisexual","not present, immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.904929,-31.493512,WGS84
,Melaleuca quinquenervia,,,,15.751709,GPS,5.0,6.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028041,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.1..tap.in.white.space.and.accept.coordinates.,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002296,phenology-l0yk78q,S1299_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Goolawah,,,Joel Cohen; Angus Robinson,,,Goolawah Regional Park,S1299_2018-02-08,between 5 and 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.966199,-31.254275,WGS84
,Melaleuca quinquenervia,,,,7.900269,GPS,10.0,24.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028040,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.2,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002296,phenology-l0yk78q,S1299_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Goolawah,,,Joel Cohen; Angus Robinson,,,Goolawah Regional Park,S1299_2018-02-08,between 5 and 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.966099,-31.254311,WGS84
,Melaleuca quinquenervia,,,,7.068542,GPS,10.0,12.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028039,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.3,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002296,phenology-l0yk78q,S1299_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Goolawah,,,Joel Cohen; Angus Robinson,,,Goolawah Regional Park,S1299_2018-02-08,between 5 and 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.966357,-31.254733,WGS84
,Melaleuca quinquenervia,,,,15.372559,GPS,10.0,24.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028038,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.4,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002296,phenology-l0yk78q,S1299_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Goolawah,,,Joel Cohen; Angus Robinson,,,Goolawah Regional Park,S1299_2018-02-08,between 5 and 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.966325,-31.254759,WGS84
,Melaleuca quinquenervia,,,,37.638855,GPS,30.0,4.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028037,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.5,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002296,phenology-l0yk78q,S1299_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Goolawah,,,Joel Cohen; Angus Robinson,,,Goolawah Regional Park,S1299_2018-02-08,between 5 and 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.966292,-31.25514,WGS84
,Melaleuca quinquenervia,,,,13.786316,GPS,5.0,6.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028036,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.6,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002296,phenology-l0yk78q,S1299_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Goolawah,,,Joel Cohen; Angus Robinson,,,Goolawah Regional Park,S1299_2018-02-08,between 5 and 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.96616,-31.255117,WGS84
,Melaleuca quinquenervia,,,,9.414856,GPS,5.0,6.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028044,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.1..tap.in.white.space.and.accept.coordinates.,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002297,phenology-a3ab15f,S1296_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Unknown Trail off Grassy Head Road,,,Joel Cohen; Angus Robinson,,,,S1296_2018-02-08,less than 5,Yes,Yes,,,,,fertile,"buds, mature, bisexual","immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.983873,-30.816094,WGS84
,Melaleuca quinquenervia,,,,15.954834,GPS,10.0,16.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028047,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.2,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002297,phenology-a3ab15f,S1296_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Unknown Trail off Grassy Head Road,,,Joel Cohen; Angus Robinson,,,,S1296_2018-02-08,less than 5,Yes,Yes,,,,,fertile,"buds, mature, bisexual","immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.983751,-30.815886,WGS84
,Melaleuca quinquenervia,,,,-1.5177,GPS,5.0,12.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028042,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.3,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002297,phenology-a3ab15f,S1296_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Unknown Trail off Grassy Head Road,,,Joel Cohen; Angus Robinson,,,,S1296_2018-02-08,less than 5,Yes,Yes,,,,,fertile,"buds, mature, bisexual","immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.983902,-30.815726,WGS84
,Melaleuca quinquenervia,,,,9.767822,GPS,5.0,24.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028043,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.4,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002297,phenology-a3ab15f,S1296_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Unknown Trail off Grassy Head Road,,,Joel Cohen; Angus Robinson,,,,S1296_2018-02-08,less than 5,Yes,Yes,,,,,fertile,"buds, mature, bisexual","immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.983849,-30.815792,WGS84
,Melaleuca quinquenervia,,,,1.370605,GPS,5.0,16.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028045,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.5,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002297,phenology-a3ab15f,S1296_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Unknown Trail off Grassy Head Road,,,Joel Cohen; Angus Robinson,,,,S1296_2018-02-08,less than 5,Yes,Yes,,,,,fertile,"buds, mature, bisexual","immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.983808,-30.815655,WGS84
,Melaleuca quinquenervia,,,,-5.169128,GPS,10.0,24.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028046,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.6,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002297,phenology-a3ab15f,S1296_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Unknown Trail off Grassy Head Road,,,Joel Cohen; Angus Robinson,,,,S1296_2018-02-08,less than 5,Yes,Yes,,,,,fertile,"buds, mature, bisexual","immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,152.983778,-30.814946,WGS84
,Melaleuca quinquenervia,,,,10.627563,GPS,5.0,12.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028071,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.1..tap.in.white.space.and.accept.coordinates.,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002298,phenology-c7qg59e,S1293_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Howard Street,,,Joel Cohen; Angus Robinson,,,,S1293_2018-02-08,more than 20,Yes,Yes,,,,,fertile,"buds, bisexual","immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,153.132865,-30.310993,WGS84
,Melaleuca quinquenervia,,,,-5.779419,GPS,10.0,24.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028059,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.2,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002298,phenology-c7qg59e,S1293_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Howard Street,,,Joel Cohen; Angus Robinson,,,,S1293_2018-02-08,more than 20,Yes,Yes,,,,,fertile,"buds, bisexual","immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,153.132337,-30.310557,WGS84
,Melaleuca quinquenervia,,,,25.577515,GPS,10.0,16.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028054,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.3,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002298,phenology-c7qg59e,S1293_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Howard Street,,,Joel Cohen; Angus Robinson,,,,S1293_2018-02-08,more than 20,Yes,Yes,,,,,fertile,"buds, bisexual","immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,153.132915,-30.310858,WGS84
,Melaleuca quinquenervia,,,,-7.121643,GPS,10.0,16.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028050,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.4,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002298,phenology-c7qg59e,S1293_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Howard Street,,,Joel Cohen; Angus Robinson,,,,S1293_2018-02-08,more than 20,Yes,Yes,,,,,fertile,"buds, bisexual","immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,153.133145,-30.311831,WGS84
,Melaleuca quinquenervia,,,,0.424669,GPS,5.0,4.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028049,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.5,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002298,phenology-c7qg59e,S1293_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Howard Street,,,Joel Cohen; Angus Robinson,,,,S1293_2018-02-08,more than 20,Yes,Yes,,,,,fertile,"buds, bisexual","immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,153.133155,-30.311738,WGS84
,Melaleuca quinquenervia,,,,9.346375,GPS,10.0,32.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1028048,2018-02-07T13:00:00+00:00,,,,,,Location...genetic.sample.6,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002298,phenology-c7qg59e,S1293_2018-02-08,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,Howard Street,,,Joel Cohen; Angus Robinson,,,,S1293_2018-02-08,more than 20,Yes,Yes,,,,,fertile,"buds, bisexual","immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,153.132645,-30.31123,WGS84
,Melaleuca quinquenervia,,,,8.275922,GPS,5.0,3.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1026894,2018-02-06T13:00:00+00:00,,,,,,Location...genetic.sample.1..tap.in.white.space.and.accept.coordinates.,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002301,phenology-h0jk66u,S1290_2018-02-07,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,End of Macdougall St; Corrindi,,,Joel Cohen; Angus Robinson,,,,S1290_2018-02-07,more than 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,153.197289,-30.035547,WGS84
,Melaleuca quinquenervia,,,,7.866699,GPS,5.0,8.0,2018-02-25 13:00:00+00:00,restore_and_renew downloaded 21feb2018.xls,,,,False,NSW1026899,2018-02-06T13:00:00+00:00,,,,,,Location...genetic.sample.2,Tissue,,,,,,2018-06-05 14:00:00+00:00,DMela18-3553,False,False,False,none,,,,,popnInfo002301,phenology-h0jk66u,S1290_2018-02-07,True,Melaleuca quinquenervia,Melaleuca,quinquenervia,n.a.,ALA,End of Macdougall St; Corrindi,,,Joel Cohen; Angus Robinson,,,,S1290_2018-02-07,more than 20,Yes,Yes,,,,,fertile,,"immature, mature, seed mature, seed immature, seed released",0,,RandR,,,,153.197164,-30.035714,WGS84
