FID,n,species,Lat,Long,Pop,ID,IID
NSW_1071080,2,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_2,26
NSW_1071080,3,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_3,27
NSW_1071080,4,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_4,28
NSW_1071080,5,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_5,29
NSW_1071080,6,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_6,30
NSW_1071080,7,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_7,31
NSW_1071080,8,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_8,32
NSW_1071080,9,Melaleuca quinquenervia,-28.60644177,153.5706227,p328a8440,NSW_1071080_9,33
NSW_1071090,1,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_1,37
NSW_1071090,1,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_1,38
NSW_1071090,10,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_10,55
NSW_1071090,10,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_10,56
NSW_1071090,11,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_11,57
NSW_1071090,11,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_11,58
NSW_1071090,12,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_12,59
NSW_1071090,12,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_12,60
NSW_1071090,2,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_2,39
NSW_1071090,2,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_2,40
NSW_1071090,3,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_3,41
NSW_1071090,3,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_3,42
NSW_1071090,4,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_4,43
NSW_1071090,4,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_4,44
NSW_1071090,5,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_5,45
NSW_1071090,5,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_5,46
NSW_1071090,6,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_6,47
NSW_1071090,6,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_6,48
NSW_1071090,7,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_7,49
NSW_1071090,7,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_7,50
NSW_1071090,8,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_8,51
NSW_1071090,8,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_8,52
NSW_1071090,9,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_9,53
NSW_1071090,9,Melaleuca quinquenervia,-28.47684672,153.5464416,p666c7140,NSW_1071090_9,54
NSW_1071110,1,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_1,61
NSW_1071110,10,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_10,70
NSW_1071110,11,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_11,71
NSW_1071110,12,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_12,72
NSW_1071110,2,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_2,62
NSW_1071110,3,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_3,63
NSW_1071110,4,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_4,64
NSW_1071110,5,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_5,65
NSW_1071110,6,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_6,66
NSW_1071110,7,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_7,67
NSW_1071110,8,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_8,68
NSW_1071110,9,Melaleuca quinquenervia,-31.1994082,152.9677057,p93a6ddc0,NSW_1071110_9,69
NSW_1071113,1,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_1,73
NSW_1071113,10,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_10,82
NSW_1071113,11,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_11,83
NSW_1071113,12,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_12,84
NSW_1071113,2,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_2,74
NSW_1071113,3,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_3,75
NSW_1071113,4,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_4,76
NSW_1071113,5,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_5,77
NSW_1071113,6,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_6,78
NSW_1071113,7,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_7,79
NSW_1071113,8,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_8,80
NSW_1071113,9,Melaleuca quinquenervia,-31.25563895,152.9663093,p93a6ddc0,NSW_1071113_9,81
NSW_1071115,1,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_1,85
NSW_1071115,10,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_10,94
NSW_1071115,11,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_11,95
NSW_1071115,12,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_12,96
NSW_1071115,2,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_2,86
NSW_1071115,3,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_3,87
NSW_1071115,4,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_4,88
NSW_1071115,5,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_5,89
NSW_1071115,6,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_6,90
NSW_1071115,7,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_7,91
NSW_1071115,8,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_8,92
NSW_1071115,9,Melaleuca quinquenervia,-31.1977717,152.9681876,p93a6ddc0,NSW_1071115_9,93
NSW_1071118,1,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_1,97
NSW_1071118,10,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_10,106
NSW_1071118,11,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_11,107
NSW_1071118,12,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_12,108
NSW_1071118,2,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_2,98
NSW_1071118,3,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_3,99
NSW_1071118,4,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_4,100
NSW_1071118,5,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_5,101
NSW_1071118,6,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_6,102
NSW_1071118,7,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_7,103
NSW_1071118,8,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_8,104
NSW_1071118,9,Melaleuca quinquenervia,-31.25555562,152.9661151,p93a6ddc0,NSW_1071118_9,105
NSW_1071123,1,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_1,109
NSW_1071123,10,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_10,118
NSW_1071123,11,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_11,119
NSW_1071123,12,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_12,120
NSW_1071123,2,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_2,110
NSW_1071123,3,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_3,111
NSW_1071123,4,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_4,112
NSW_1071123,5,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_5,113
NSW_1071123,6,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_6,114
NSW_1071123,7,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_7,115
NSW_1071123,8,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_8,116
NSW_1071123,9,Melaleuca quinquenervia,-28.60559014,153.5734019,p328a8440,NSW_1071123_9,117
NSW_1071128,1,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_1,121
NSW_1071128,10,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_10,130
NSW_1071128,11,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_11,131
NSW_1071128,12,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_12,132
NSW_1071128,2,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_2,122
NSW_1071128,3,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_3,123
NSW_1071128,4,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_4,124
NSW_1071128,5,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_5,125
NSW_1071128,6,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_6,126
NSW_1071128,7,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_7,127
NSW_1071128,8,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_8,128
NSW_1071128,9,Melaleuca quinquenervia,-28.47762564,153.5453594,p666c7140,NSW_1071128_9,129
NSW_1071133,1,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_1,133
NSW_1071133,10,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_10,142
NSW_1071133,11,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_11,143
NSW_1071133,12,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_12,144
NSW_1071133,2,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_2,134
NSW_1071133,3,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_3,135
NSW_1071133,4,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_4,136
NSW_1071133,5,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_5,137
NSW_1071133,6,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_6,138
NSW_1071133,7,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_7,139
NSW_1071133,8,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_8,140
NSW_1071133,9,Melaleuca quinquenervia,-28.47766614,153.5453788,p666c7140,NSW_1071133_9,141
NSW_1071138,1,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_1,145
NSW_1071138,10,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_10,154
NSW_1071138,11,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_11,155
NSW_1071138,12,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_12,156
NSW_1071138,2,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_2,146
NSW_1071138,3,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_3,147
NSW_1071138,4,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_4,148
NSW_1071138,5,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_5,149
NSW_1071138,6,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_6,150
NSW_1071138,7,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_7,151
NSW_1071138,8,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_8,152
NSW_1071138,9,Melaleuca quinquenervia,-30.18978066,153.1635112,pb659e150,NSW_1071138_9,153
NSW_1071143,1,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_1,157
NSW_1071143,1,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1071143_1,158
NSW_1071143,10,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_10,175
NSW_1071143,10,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1071143_10,176
NSW_1071143,11,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_11,177
NSW_1071143,11,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1071143_11,178
NSW_1071143,12,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_12,179
NSW_1071143,12,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1071143_12,180
NSW_1071143,2,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_2,159
NSW_1071143,2,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1071143_2,160
NSW_1071143,3,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_3,161
NSW_1071143,3,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1071143_3,162
NSW_1071143,4,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_4,163
NSW_1071143,4,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1071143_4,164
NSW_1071143,5,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_5,165
NSW_1071143,5,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1071143_5,166
NSW_1071143,6,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_6,167
NSW_1071143,6,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1071143_6,168
NSW_1071143,7,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_7,169
NSW_1071143,7,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1071143_7,170
NSW_1071143,8,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_8,171
NSW_1071143,8,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1071143_8,172
NSW_1071143,9,Melaleuca quinquenervia,-28.6042916,153.5739313,p328a8440,NSW_1071143_9,173
NSW_1071143,9,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1071143_9,174
NSW_1071148,1,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_1,181
NSW_1071148,10,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_10,190
NSW_1071148,11,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_11,191
NSW_1071148,12,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_12,192
NSW_1071148,2,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_2,182
NSW_1071148,3,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_3,183
NSW_1071148,4,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_4,184
NSW_1071148,5,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_5,185
NSW_1071148,6,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_6,186
NSW_1071148,7,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_7,187
NSW_1071148,8,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_8,188
NSW_1071148,9,Melaleuca quinquenervia,-30.18909682,153.1615244,pb659e150,NSW_1071148_9,189
NSW_1074318,1,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_1,193
NSW_1074318,10,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_10,202
NSW_1074318,11,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_11,203
NSW_1074318,12,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_12,204
NSW_1074318,2,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_2,194
NSW_1074318,3,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_3,195
NSW_1074318,4,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_4,196
NSW_1074318,5,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_5,197
NSW_1074318,6,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_6,198
NSW_1074318,7,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_7,199
NSW_1074318,8,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_8,200
NSW_1074318,9,Melaleuca quinquenervia,-29.85196215,153.2605053,p8a9b6b20,NSW_1074318_9,201
NSW_1074324,1,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_1,205
NSW_1074324,1,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1074324_1,206
NSW_1074324,10,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_10,223
NSW_1074324,10,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1074324_10,224
NSW_1074324,11,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_11,225
NSW_1074324,11,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1074324_11,226
NSW_1074324,12,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_12,227
NSW_1074324,12,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1074324_12,228
NSW_1074324,2,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_2,207
NSW_1074324,2,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1074324_2,208
NSW_1074324,3,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_3,209
NSW_1074324,3,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1074324_3,210
NSW_1074324,4,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_4,211
NSW_1074324,4,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1074324_4,212
NSW_1074324,5,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_5,213
NSW_1074324,5,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1074324_5,214
NSW_1074324,6,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_6,215
NSW_1074324,6,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1074324_6,216
NSW_1074324,7,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_7,217
NSW_1074324,7,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1074324_7,218
NSW_1074324,8,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_8,219
NSW_1074324,8,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1074324_8,220
NSW_1074324,9,Melaleuca quinquenervia,-33.2802966,151.5553762,p0c317820,NSW_1074324_9,221
NSW_1074324,9,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1074324_9,222
NSW_1074329,1,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_1,229
NSW_1074329,1,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_1,230
NSW_1074329,10,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_10,247
NSW_1074329,10,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_10,248
NSW_1074329,11,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_11,249
NSW_1074329,11,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_11,250
NSW_1074329,12,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_12,251
NSW_1074329,12,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_12,252
NSW_1074329,2,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_2,231
NSW_1074329,2,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_2,232
NSW_1074329,3,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_3,233
NSW_1074329,3,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_3,234
NSW_1074329,4,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_4,235
NSW_1074329,4,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_4,236
NSW_1074329,5,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_5,237
NSW_1074329,5,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_5,238
NSW_1074329,6,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_6,239
NSW_1074329,6,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_6,240
NSW_1074329,7,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_7,241
NSW_1074329,7,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_7,242
NSW_1074329,8,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_8,243
NSW_1074329,8,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_8,244
NSW_1074329,9,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_9,245
NSW_1074329,9,Melaleuca quinquenervia,-31.25654649,152.9661873,p93a6ddc0,NSW_1074329_9,246
