0.424346,0.464128,0.304755,0.317198,0.537491,0.387014,0.501406,0.325601,0.257215,0.309936,0.489006,0.206793,0.408349,0.433794,0.50425,0.500344,0.484053,0.506566,0.472334,0.522202	0.420798,0.434131,0.289675,0.314194,0.5145,0.357221,0.471486,0.316548,0.228956,0.282467,0.45742,0.193778,0.382487,0.391644,0.475833,0.481224,0.454661,0.472859,0.47346,0.500753	0.00431859,0.037566,0.0165404,0.00333727,0.0317791,0.0345736,0.039183,0.0100929,0.0300274,0.0301046,0.0406871,0.013558,0.0306495,0.0507762,0.0373876,0.0251849,0.0376861,0.0443244,-0.00145088,0.0290439
-0.243057,-0.197801,-0.106165,-0.116998,-0.271411,-0.221647,-0.27323,-0.113402,-0.0640245,-0.107537,-0.258927,-0.105078,-0.177872,-0.193481,-0.290696,-0.282083,-0.247462,-0.263882,-0.218777,-0.231283	-0.241244,-0.209726,-0.138704,-0.122515,-0.243652,-0.178923,-0.252367,-0.103275,-0.11747,-0.122171,-0.237478,-0.0927763,-0.168116,-0.258335,-0.291677,-0.22277,-0.278405,-0.243675,-0.20131,-0.191949	-0.00192563,0.0124416,0.0330251,0.00559747,-0.0297245,-0.0444881,-0.0224085,-0.0102463,0.0538502,0.0148295,-0.0228548,-0.0124231,-0.0100569,0.0682656,0.00107123,-0.06329,0.0332336,-0.0215951,-0.0182713,-0.0411614
0.17952,0.202615,0.10754,0.11988,0.24424,0.158591,0.214227,0.133317,0.0947893,0.117891,0.203913,0.0650878,0.155106,0.1829,0.201165,0.186063,0.204904,0.250969,0.1998,0.244603	-0.0739639,-0.0624598,-0.0572267,-0.0462159,-0.0317744,-0.0359789,-0.0949396,0.0189631,-0.0030299,-0.0083697,-0.120422,-0.018609,-0.0769265,-0.0525893,-0.0885451,-0.0897544,-0.0541921,-0.0660806,-0.0406407,-0.0345074	0.250162,0.261763,0.163759,0.165181,0.273889,0.193466,0.303004,0.114644,0.0977911,0.126137,0.316561,0.0835955,0.229297,0.233246,0.28464,0.271287,0.256251,0.311878,0.238504,0.276774
-0.0354976,-0.0391791,-0.0142287,0.00588679,-0.0580436,-0.0870699,-0.0433758,-0.0148118,0.0196363,-0.021293,-0.0433312,-0.0242387,-0.0182464,-0.0187,-0.0582701,-0.092749,-0.030266,-0.0616367,-0.0259459,-0.044482	-0.259402,-0.256212,-0.184339,-0.149962,-0.242585,-0.187008,-0.267111,-0.104684,-0.10193,-0.128557,-0.28773,-0.0821443,-0.194534,-0.249945,-0.287407,-0.244555,-0.263062,-0.285312,-0.213268,-0.222941	0.225985,0.219234,0.170558,0.155711,0.187177,0.101592,0.226358,0.0900113,0.121324,0.107558,0.247484,0.0580211,0.176915,0.232331,0.23304,0.155329,0.234665,0.227679,0.188364,0.180246
-0.245354,-0.208097,-0.129526,-0.11567,-0.295838,-0.236745,-0.302285,-0.129153,-0.0810211,-0.123276,-0.275587,-0.106143,-0.19659,-0.21743,-0.305492,-0.312509,-0.272365,-0.309523,-0.216949,-0.251695	-0.240464,-0.196132,-0.14909,-0.117241,-0.252881,-0.170304,-0.259667,-0.112637,-0.109856,-0.115915,-0.22986,-0.0837857,-0.166964,-0.251382,-0.285376,-0.240611,-0.281556,-0.265162,-0.198958,-0.198844	-0.00519635,-0.012474,0.0199494,0.00159271,-0.0464306,-0.0692326,-0.046249,-0.0167606,0.0290936,-0.00746754,-0.048819,-0.0225574,-0.0306309,0.0359151,-0.0220379,-0.0777432,0.00995451,-0.048327,-0.0188023,-0.0556359
-0.00415125,0.032448,0.0583416,0.0102676,0.0314331,0.0466162,0.0149517,0.0690973,0.0358226,0.0164601,-0.0670317,-0.00270064,0.00536605,0.0100216,-0.0230889,-0.00974841,0.0377871,-0.0235851,-0.000307662,0.0241759	-0.0657419,-0.0276204,0.0545843,-0.080917,-0.0823452,-0.0240268,-0.0705042,-0.0619409,-0.027067,-0.125332,-0.142196,-0.1533,-0.143315,-0.0672571,-0.175835,-0.158438,-0.114038,-0.15919,-0.104427,-0.0711791	0.0616075,0.0600146,0.00376929,0.0911089,0.113485,0.070564,0.0853659,0.13048,0.0628287,0.1415,0.0758872,0.150662,0.148567,0.0772266,0.153369,0.148919,0.151174,0.136116,0.104123,0.0951911
0.216737,0.319451,0.256916,0.149231,0.279665,0.250711,0.284187,0.148694,0.166992,0.0979464,0.237235,0.00497687,0.147252,0.245186,0.226651,0.239596,0.256879,0.191034,0.253773,0.310053	0.228584,0.269671,0.25004,0.137769,0.275608,0.220143,0.270484,0.146573,0.122748,0.0926739,0.21473,-0.00873607,0.143513,0.212678,0.192369,0.226789,0.222934,0.168719,0.23811,0.292614	-0.0124644,0.0544724,0.00734773,0.0117029,0.00439537,0.0323537,0.0148444,0.00216853,0.0451696,0.00532073,0.0237124,0.0137123,0.00381989,0.0342965,0.0358448,0.0135427,0.036007,0.0230579,0.0166699,0.0191793
-0.134642,-0.148779,-0.0423142,-0.050343,-0.125843,-0.0772318,-0.158039,-0.00469465,-0.0256264,-0.0327043,-0.15402,-0.028145,-0.0815762,-0.094689,-0.156592,-0.166306,-0.1734,-0.113352,-0.153827,-0.144234	-0.422136,-0.381167,-0.180007,-0.305421,-0.458232,-0.315752,-0.435673,-0.273085,-0.220745,-0.329508,-0.478864,-0.282478,-0.393257,-0.412319,-0.534457,-0.482401,-0.492552,-0.50946,-0.448521,-0.437952	0.304819,0.246359,0.13875,0.259061,0.35273,0.244482,0.298164,0.268735,0.196228,0.300036,0.35071,0.256372,0.322011,0.330535,0.412377,0.343667,0.348956,0.420385,0.316533,0.313522
-0.0833116,-2.12503e-05,0.0463896,-0.0827485,-0.101818,-0.016123,-0.0793284,-0.067888,-0.0037592,-0.127965,-0.135166,-0.14417,-0.155565,-0.0536722,-0.170273,-0.166035,-0.101819,-0.164427,-0.103242,-0.0699721	-0.0124716,0.0206027,0.0438931,-0.000636056,0.00910914,0.02935,-0.00376111,0.0620201,0.0198337,0.00894128,-0.0756191,-0.0036163,-0.00856376,-0.00123746,-0.0407806,-0.0255989,0.024661,-0.0448991,-0.0110685,0.0131277	-0.0709138,-0.020624,0.00250155,-0.0821168,-0.110824,-0.0454515,-0.0755899,-0.129363,-0.0235912,-0.13675,-0.0601621,-0.140627,-0.147198,-0.0524382,-0.130398,-0.141036,-0.126163,-0.120417,-0.0922791,-0.0830236
0.0915899,0.0340116,0.054332,0.0875361,0.107168,0.0765727,0.0971273,0.09432,0.0595262,0.0656286,0.107243,0.0588875,0.0981683,0.0924528,0.117486,0.0782382,0.0764405,0.125747,0.0782808,0.082214	-0.188007,-0.175524,-0.0845163,-0.102474,-0.188421,-0.116139,-0.158253,-0.0753074,-0.085226,-0.117829,-0.215965,-0.0678968,-0.118728,-0.198832,-0.217222,-0.16934,-0.184896,-0.230828,-0.181258,-0.172444	0.274864,0.208292,0.138214,0.188321,0.289738,0.191013,0.251514,0.168431,0.144022,0.182049,0.315891,0.126279,0.214397,0.286027,0.326379,0.244341,0.257695,0.346518,0.255908,0.251098
-0.137481,-0.162764,-0.0673585,-0.0470288,-0.157396,-0.0965468,-0.191399,-0.0191582,-0.0466558,-0.0530452,-0.17541,-0.0307958,-0.106164,-0.125635,-0.176799,-0.204669,-0.19972,-0.179465,-0.148838,-0.173049	-0.432091,-0.362572,-0.198795,-0.298136,-0.481934,-0.310773,-0.452496,-0.286728,-0.205053,-0.341603,-0.482454,-0.278315,-0.410302,-0.419855,-0.533891,-0.508223,-0.493602,-0.541711,-0.437612,-0.451953	0.313216,0.212339,0.13322,0.254678,0.351176,0.220852,0.285853,0.269048,0.159927,0.293883,0.335431,0.249659,0.31799,0.310604,0.394312,0.338795,0.326022,0.401254,0.308894,0.302568
-0.287778,-0.312162,-0.212173,-0.222324,-0.360725,-0.260349,-0.347377,-0.211004,-0.165631,-0.211359,-0.344398,-0.151204,-0.285356,-0.288148,-0.364041,-0.373712,-0.338398,-0.329208,-0.332957,-0.360741	-0.00979539,-0.01483,-0.0154862,-0.0129521,-0.0327635,-0.0215493,-0.0258003,-0.00793597,-0.0179199,-0.00591538,-0.0124085,-0.00341765,-0.0166047,-0.0154988,-0.02118,-0.0218296,-0.0171505,-0.0255348,-0.0129284,-0.0168411	-0.278769,-0.298715,-0.197335,-0.209977,-0.331884,-0.240147,-0.324484,-0.203408,-0.148151,-0.205701,-0.333414,-0.147863,-0.270031,-0.273872,-0.345525,-0.354777,-0.323123,-0.306248,-0.321413,-0.346002
0.216443,0.174224,0.0950598,0.1315,0.228154,0.15014,0.247554,0.09975,0.0852902,0.0925867,0.236609,0.0809211,0.168225,0.183657,0.250739,0.217771,0.235911,0.220121,0.217542,0.213748	-0.176386,-0.189996,-0.133133,-0.111315,-0.20797,-0.15205,-0.161698,-0.129244,-0.113054,-0.125032,-0.152819,-0.0646551,-0.121169,-0.201222,-0.193233,-0.156774,-0.202218,-0.205758,-0.173371,-0.189305	0.378384,0.35255,0.225341,0.239311,0.416368,0.295445,0.393501,0.226079,0.19645,0.215129,0.375838,0.144819,0.283614,0.371162,0.423455,0.36218,0.41818,0.407426,0.376705,0.387378
-0.00203548,-0.0221402,-0.0283198,0.00309414,-0.0419059,-0.0257449,-0.0450968,-0.0151181,-0.0244164,-0.0208604,-0.0262592,-0.0025966,-0.0241697,-0.0375942,-0.0238615,-0.0463915,-0.0372339,-0.07957,0.00568859,-0.0375013	-0.549805,-0.564888,-0.404008,-0.397259,-0.638868,-0.489818,-0.611881,-0.393884,-0.34007,-0.397231,-0.601362,-0.272734,-0.492828,-0.564502,-0.639723,-0.617686,-0.620309,-0.628954,-0.575114,-0.626771	0.548383,0.549622,0.380036,0.399862,0.613384,0.47,0.582867,0.381035,0.318297,0.379516,0.58433,0.270328,0.474308,0.538332,0.625408,0.588148,0.59686,0.578327,0.578909,0.603454
-0.218282,-0.19099,-0.119477,-0.129866,-0.255518,-0.16924,-0.278198,-0.112526,-0.10628,-0.110048,-0.255213,-0.0833267,-0.18789,-0.213777,-0.26808,-0.249513,-0.26176,-0.276037,-0.213516,-0.238118	-0.374294,-0.359228,-0.23694,-0.228125,-0.424382,-0.299112,-0.405962,-0.231859,-0.200152,-0.22603,-0.385901,-0.144775,-0.292401,-0.389578,-0.427753,-0.379899,-0.429429,-0.440931,-0.366309,-0.40028	0.169892,0.18063,0.120885,0.101259,0.189403,0.136797,0.144031,0.12253,0.095912,0.118941,0.144965,0.0621985,0.110587,0.191772,0.180356,0.144039,0.188903,0.187746,0.165757,0.179247
