dataResourceUid,images,dcterms:modified,dcterms:language,dcterms:license,rightsHolder,dcterms:accessRights,dcterms:bibliographicCitation,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,associatedMedia,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOccurrences,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,raw_scientificName,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,measurementDeterminedDate,recordedByID,identifiedByID,videos,species,relationshipAccordingTo,subfamily,resourceRelationshipID,eventType,measurementRemarks,measurementValue,relationshipRemarks,resourceID,relationshipEstablishedDate,superfamily,identifierRole,relationshipOfResource,measurementMethod,identifier,provenance,sounds,recordID,rights,source,measurementID,measurementType,measurementUnit,measurementDeterminedBy,measurementAccuracy,degreeOfEstablishment,relatedResourceID,images,dcterms:type
dr15861,96e75e8b-761d-48da-a302-04c6fff2f364,2021-07-23T08:36:44,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,,NSW:NSW:NSW571073,NSW571073,76/13,"Hunt, K.",,,,,,buds|fruits,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW571073.jpg,,,,,,,,,,,,,,,,,1976-06-01T00:00:00Z,,153,153,1976,6,1,,,,,,,,,,,,,,,,Australia,AU,Western Australia,Gardner,,"Spillway Creek, Ord Dam.",,,,,,,,,,,,-16.116667,128.716667,EPSG:4326,10000,0.01667,,"16 07 S, 128 43 E",16 07 S,128 43 E,degrees minutes,,,,,,,,Gazetteer,,,,,,,,,,,,,,,,,,,,,,,,"Fortescue, D.C.",19/07/1980,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,,,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,2e657fd6-a580-4b78-83ec-72798ef1f792,,,,,,,,native,,96e75e8b-761d-48da-a302-04c6fff2f364,PhysicalObject
dr15861,,2021-07-23T08:35:31,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,,NSW:NSW:NSW101722,NSW101722,965,"Gittins, C.H.",,,,,,buds|flowers|fruits,,native,PRESENT,sheet,in collection,,,,,,,,,,,,,,,,,,,,,,1965,7,,,,,,,,,,,,,OCEANIA,,,,Australia,AU,Queensland,,,"Laura Road, 21 miles from Mulligan Highway.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Briggs, B.G.",1968-07,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,,https://www.wikidata.org/wiki/Q2356897,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,6e7c09fe-c39c-4298-aa7d-f378ac048b66,,,,,,,,native,,,PhysicalObject
dr15861,85d685a1-0a7d-4f65-8d41-c28ad763c8b2,2021-07-23T08:36:56,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,,NSW:NSW:NSW19982,NSW19982,s.n.,"Cleland, J.B.",,,,,,fruits,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW19982.jpg,,,,,,,,,,,,,,,,,,,,,,,,190-,,,,,,,,,,,,,,,Australia,AU,Western Australia,Fortescue,,Port Hedland.,,,,,,,,,,,,-20.3,118.566667,EPSG:4326,10000,0.01667,,"20 18 S, 118 34 E",20 18 S,118 34 E,degrees minutes,,,,,,,,Gazetteer,,,,,,,,,,,,,,,,,,,,,,,,"Blake, S.T.",1968,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,http://www.wikidata.org/entity/Q4223546,https://www.wikidata.org/wiki/Q2984580,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,cfbfd95c-d298-41fb-811e-c4627d373801,,,,,,,,native,,85d685a1-0a7d-4f65-8d41-c28ad763c8b2,PhysicalObject
dr15861,8910e916-9636-4a48-bd75-63fdd754fda6,2021-07-23T08:35:01,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,,NSW:NSW:NSW571978,NSW571978,503,"Benson, D.H.",,,,,,flowers,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW571978.jpg,,,,,Frequent small tree 7 m high.,,,,ccafa841-439c-4d2d-9133-95d5ab29584f,,,,,,,,1973-09-27T00:00:00Z,,270,270,1973,9,27,,"Low woodland of Acacia, Melaleuca spp. on undulating plain land.",,,,,,,,,,,,,,Australia,AU,Queensland,,,10 km NW of Hann River.,,,,,,,,,,,,-15.133333,143.783333,EPSG:4326,1000,0.01667,,"15 08 S, 143 47 E",15 08 S,143 47 E,degrees minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,http://www.wikidata.org/entity/Q111691786,,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,7056e411-bc7f-4eaf-bc25-333e29658f37,,,,,,,,native,,8910e916-9636-4a48-bd75-63fdd754fda6,PhysicalObject
dr15861,fe4f7204-8ae5-470b-8a4c-aa4afae6690d,2021-07-23T08:34:40,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,"{""originatingHerbarium"":""BRI"",""duplicatesDistributedTo"":""NSW""}",NSW:NSW:NSW840834,NSW840834,PRW1815,"Williams, P.R.",,,,,,buds,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW840834.jpg,,,,BRI AQ0742291,"Paperbark tree, 10 m tall, silver hairy new growth. Common.",,,,13f05117-578b-48d1-8cca-b29d817fb81e,,,,,,,,,,,,2006,8,,,"Riparian vegetation, creek bank.",,,,,,,,,,,,,,Australia,AU,Queensland,Burke,,Musselbrook Creek.,,,,,,,,,,,,-18.600005,138.1200965,EPSG:4326,100,2.78E-04,,"18 36 5 S, 138 7 9 E",18 36 5 S,138 7 9 E,degrees minutes seconds,EPSG:4202,,,,,,,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,,,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,ac4447af-e3cb-49b5-9a9c-dbe44f0696e7,,,,,,,,native,,fe4f7204-8ae5-470b-8a4c-aa4afae6690d,PhysicalObject
dr15861,22a36f6c-1045-485f-bcbe-abf6041bee65,2021-07-23T08:36:12,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,"{""originatingHerbarium"":""BRI"",""duplicatesDistributedTo"":""NSW""}",NSW:NSW:NSW844000,NSW844000,s.n.,"Johnson, D.C. | Edginton, M.A.",,,,,,flowers|fruits,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW844000.jpg,,,,BRI AQ0765067,,,,,,,,,,,,,2002-05-28T00:00:00Z,,148,148,2002,5,28,,"Rocky creek. Eucalyptus camaldulensis, Eucalyptus microtheca, Melaleuca argentea and Xanthium sp., with Lysiphyllum sp. on bank.",,,,,,,,,,,,,,Australia,AU,Queensland,Burke,,Ca. 105 km directly NNW of Julia Creek.,,,,,,,,,,,,-19.75961,141.403821,EPSG:4326,100,1.00E-04,,Z54 542306E 7815062N,,,UTM,EPSG:20254,,,,,,,GPS,,,,,,,,,,,,,,,,,,,,,,,,"Edginton, M.A.",2003-09,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,,,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,492bd6ec-8c17-4f7c-b07f-7d3fd24e8dfa,,,,,,,,native,,22a36f6c-1045-485f-bcbe-abf6041bee65,PhysicalObject
dr15861,ff18bde5-c86b-4ff7-af6b-6648b16349cb,2021-07-23T08:34:34,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,"{""originatingHerbarium"":""BRI"",""duplicatesDistributedTo"":""NSW | DNA""}",NSW:NSW:NSW843126,NSW843126,23602,"Cumming, R.J.",,,,,,flowers,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW843126.jpg,,,,BRI AQ0616463,"Tree to 10 m. Common. Bark pale, papery. Leaves very grey/silver. Flowers cream. Photos at BRI (QPID)",,,,4707322d-ec4a-447c-ac88-34b35ba2071c,,,,,,,,2005-08-31T00:00:00Z,,243,243,2005,8,31,,Woodland along river on brown loam with Eucalyptus camaldulensis.,,,,,,,,,,,,,,Australia,AU,Queensland,Cook,,"Little River, 50 km E of Croydon towards Georgetown.",,,,,,,,,,,,-18.2719348,142.6822707,EPSG:4326,100,2.78E-04,,"18 16 24 S, 142 40 53 E",18 16 24 S,142 40 53 E,degrees minutes seconds,EPSG:4202,,,,,,,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,,,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,ed1e5123-09b2-42a0-8928-3a5644975970,,,,,,,,native,,ff18bde5-c86b-4ff7-af6b-6648b16349cb,PhysicalObject
dr15861,305a8520-3cdc-4ab9-8ff0-43485408864d,2021-07-23T08:37:46,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,"{""originatingHerbarium"":""NSW"",""duplicatesDistributedTo"":""CANB | DAR | FRI | K | UNSW""}",NSW:NSW:NSW571971,NSW571971,6014,"Tindale, M.D. | Dunlop, C.",,,,,,buds,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW571971.jpg,,,,,Tree c. 13 m high. DBH 61 cm. Bark light grey and papery. Common.,,,,02bbecf3-97e8-41c0-811e-2910bd6b794d,,,,,,,,1979-07-07T00:00:00Z,,188,188,1979,7,7,,In deep granitic sand along the river banks with Pandanus sp.,,,,,,,,,,,,,,Australia,AU,Northern Territory,,,"Cullen River Crossing, Stuart Highway.",,,,,,,,,,,,-14.066667,131.933333,EPSG:4326,10000,0.01667,,"14 04 S, 131 56 E",14 04 S,131 56 E,degrees minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,https://www.wikidata.org/entity/Q4815140,,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,84894360-a976-441b-af07-04fdeefbf1ee,,,,,,,,native,,305a8520-3cdc-4ab9-8ff0-43485408864d,PhysicalObject
dr15861,ae002cbd-3742-47ba-a7f0-8731023eac31,2021-07-23T08:36:30,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,,NSW:NSW:NSW20014,NSW20014,22,"White, C.T.",,,,,,fruits,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW20014.jpg,,,,,,,,,,,,,,,,,,,,,,,,[July 1920],,,,,,,,,,,,,,,Australia,AU,Queensland,Port Curtis,,Gladstone.,,,,,,,,,,,,-23.85,151.25,EPSG:4326,10000,0.01667,,"23 51 S, 151 15 E",23 51 S,151 15 E,degrees minutes,,,,,,,,Gazetteer,,,,,,,,,,,,,,,,,,,,,,,,"Blake, S.T.",1968,,,In Contrib. Qld. Herb No. 1.,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,,https://www.wikidata.org/wiki/Q2984580,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,68d2b35e-8675-4443-be54-04ca156cf155,,,,,,,,native,,ae002cbd-3742-47ba-a7f0-8731023eac31,PhysicalObject
dr15861,b86ec73d-9190-43ec-8ef2-2304858236c3,2021-07-23T08:34:52,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,,NSW:NSW:NSW87035,NSW87035,s.n.,"McKern, H.H.G.",,,,,,fruits,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW87035.jpg,,,,,,,,,,,,,,,,,1968-06-13T00:00:00Z,,165,165,1968,6,13,,On sandy bank.,,,,,,,,,,OCEANIA,,,,Australia,AU,Queensland,,,"Holmes Creek, between Mount Carbine and the Palmer River.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,,,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,6da71aa3-b591-4c79-a032-5578577e4bfb,,,,,,,,native,,b86ec73d-9190-43ec-8ef2-2304858236c3,PhysicalObject
dr15861,1fb8e900-2ceb-4025-98db-98e900ce968b,2021-07-23T08:35:22,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,,NSW:NSW:NSW20007,NSW20007,3897,"Cambage, R.H.",,,,,,flowers|fruits,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW20007.jpg,,,,,5 feet. Pendulous. Paperbark. 'Willow Tea Tree'.,,,,,,,,,,,,1913-08-22T00:00:00Z,,234,234,1913,8,22,,,,,,,,,,,,,,,,Australia,AU,Queensland,Cook,,Georgetown.,,,,,,,,,,,,-18.3,143.55,EPSG:4326,10000,0.01667,,"18 18 S, 143 33 E",18 18 S,143 33 E,degrees minutes,,,,,,,,Gazetteer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cited under this species by Blake 1968.,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,http://www.wikidata.org/entity/Q7326472,,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,356e7b0f-300b-4383-ae6a-b50a59a95bc3,,,,,,,,native,,1fb8e900-2ceb-4025-98db-98e900ce968b,PhysicalObject
dr15861,4f550c34-c124-4461-ba0c-444323315320,2021-07-23T08:37:20,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,"{""originatingHerbarium"":""UNSW"",""duplicatesDistributedTo"":""NSW""}",NSW:NSW:NSW284328,NSW284328,UNSW12577,"Puttock, C.F.",,,,,,fruits,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW284328.jpg,,,,,14 m paperbark with silvery tomentum on leaves.,,,,f163e181-60f2-4264-96de-3dc4b4f497ad,,,,,,,,1982-11-10T00:00:00Z,,314,314,1982,11,10,,Riparian woodland.,,,,,,,,,,,,,,Australia,AU,Queensland,Burke,,"Walkers Ck, near Maggieville between Normanton and Karumba.",,,,,,,,,,,,-17.466667,141.183333,EPSG:4326,,0.01667,,"17 28 S, 141 11 E",17 28 S,141 11 E,degrees minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson, Peter G.",1992-07,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,,https://orcid.org/0000-0001-8581-318X,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,72f8a9b0-e336-4898-8e82-95bf48cfd7e0,,,,,,,,native,,4f550c34-c124-4461-ba0c-444323315320,PhysicalObject
dr15861,2f20997b-f803-4c64-9699-5d0180b0ea31,2021-07-23T08:35:43,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,"{""originatingHerbarium"":""NSW"",""duplicatesDistributedTo"":""BRI | ""}",NSW:NSW:NSW824551,NSW824551,6116,"Wannan, B.S. | Trenerry, M.",,,,,,flowers,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW824551.jpg,,,,,"Tree. WGS84, WP89, flowers, photos nil [16 12 14.5, 142 52 48.2].",,,,,,,,,,,,2011-07-18T00:00:00Z,,199,199,2011,7,18,,"Flat area on grey brown soil. Open Woodland T1(16): Corymbia tessellaris, Corymbia polycarpa, Eucalyptus tetrodonta. T2(12): Melaleuca (2 spp c), "", Erythrophleum chlorostachys. S(2-4): "", Planchonia careya. Gnd: Cyperus, +.",,,,,,,,,,,,,,Australia,AU,Queensland,Cook,,Dunbar.,,,,88 m,,,,,,,,-16.204017,142.88005,EPSG:4326,,1.00E-05,,"16.204017 S, 142.88005 E",16.204017 S,142.88005 E,decimal degrees,EPSG:4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,,,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,61870769-25ca-4fff-bb3e-beca8747aba8,,,,,,,,native,,2f20997b-f803-4c64-9699-5d0180b0ea31,PhysicalObject
dr15861,93d4047b-abc8-4d3f-91b3-c7c72a52418f,2021-07-23T08:36:24,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,,NSW:NSW:NSW20008,NSW20008,3868,"Cambage, R.H.",,,,,,fruits,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW20008.jpg,,,,,Large trees 60-70 feet. Pendulous. Paper bark.,,,,,,,,,,,,1913-08-19T00:00:00Z,,231,231,1913,8,19,,In granite creek.,,,,,,,,,,,,,,Australia,AU,Queensland,Cook,,Alma-den.,,,,488 m,,,,,,,,-17.35,144.666667,EPSG:4326,10000,0.01667,,"17 21 S, 144 40 E",17 21 S,144 40 E,degrees minutes,,,,,,,,Gazetteer,,,,,,,,,,,,,,,,,,,,,,,,"Blake, S.T.",1968,,,In Contrib. Qld. Herb No. 1.,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,http://www.wikidata.org/entity/Q7326472,https://www.wikidata.org/wiki/Q2984580,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,31d2a5e8-0772-459b-8b8c-37155677fe0a,,,,,,,,native,,93d4047b-abc8-4d3f-91b3-c7c72a52418f,PhysicalObject
dr15861,1e1b1527-157f-41ab-b6c3-fb12bb18900b,2021-07-23T08:35:25,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,,NSW:NSW:NSW571980,NSW571980,7290,"Briggs, B.G.",,,,,,flowers|fruits,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW571980.jpg,,,,,Locally dominant tree. 12 m high. 40 cm DBH. Pale greenish-yellow flowers.,,,,,,,,,,,,1983-08-19T00:00:00Z,,231,231,1983,8,19,,On sandy river bed.,,,,,,,,,,,,,,Australia,AU,Queensland,,,Archer River c. 60 km NNW of Coen.,,,,,,,,,,,,-13.05,142.966667,EPSG:4326,1000,0.01667,,"13 03 S, 142 58 E",13 03 S,142 58 E,degrees minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,http://www.wikidata.org/entity/Q2356897,,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,6aa7edc2-ca05-4558-87ca-36b5b2d08b24,,,,,,,,native,,1e1b1527-157f-41ab-b6c3-fb12bb18900b,PhysicalObject
dr15861,7dad994c-be73-477a-af57-b88eb8c0d442,2021-07-23T08:35:10,,CC-BY 4.0 (Int),,,,,,,,NSW,NSW,,,PRESERVED_SPECIMEN,,,,NSW:NSW:NSW61071,NSW61071,s.n.,"Johnson, L.A.S.",,,,,,flowers,,native,PRESENT,sheet,in collection,https://herbariumnsw-pds.s3-ap-southeast-2.amazonaws.com/images/NSW61071.jpg,,,,,Tree to 20 m. Paperbark. Filaments greenish-yellow.,,,,,,,,,,,,1962-05-23T00:00:00Z,,143,143,1962,5,23,,By creek.,,,,,,,,,,,,,,Australia,AU,Queensland,Cook,,"Manganese Creek, Mount Cargine.",,,,,,,,,,,,-16.55,145.116667,EPSG:4326,5000,0.01667,,"16 33 S, 145 07 E",16 33 S,145 07 E,degrees minutes,,,,,,,,Gazetteer,,,,,,,,,,,,,,,,,,,,,,,,"Briggs, B.G. | Johnson, L.A.S.",1968-07,,,,,,,,,,,https://id.biodiversity.org.au/node/apni/2911645,Melaleuca argentea W.Fitzg.,Melaleuca argentea,,,,,,,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,,argentea,,species,species,W.Fitzg.,Silver Tea-tree,ICN,,,,,http://www.wikidata.org/entity/Q3090721,https://www.wikidata.org/wiki/Q2356897 | https://www.wikidata.org/wiki/Q3090721,,Melaleuca argentea,,,,,,,,,,,,,,,Published dataset,,95405f6c-ad65-40b2-bb7c-6e3cbdb6f52e,,,,,,,,native,,7dad994c-be73-477a-af57-b88eb8c0d442,PhysicalObject
