label,x,y,plot_type,plot_num
P1,0.0,20668.22615472709,path,0
P1,6170.657482548389,20668.22615472709,path,0
P1,6462.646907209175,20668.22615472709,path,0
P1,6768.452983394514,20668.22615472709,path,0
P1,7088.7295014242845,20668.22615472709,path,0
P1,7424.161188331335,20668.22615472709,path,0
P1,7775.465171756218,20668.22615472709,path,0
P1,8143.392513111982,20668.22615472709,path,0
P1,8528.729813296814,20668.22615472709,path,0
P1,8932.30089438741,20668.22615472709,path,0
P1,9354.968560908432,20668.22615472709,path,0
P1,9797.636444443478,20668.22615472709,path,0
P1,10261.25093553125,28695.652009247293,path,0
P1,10746.803206977102,28695.652009247293,path,0
P1,11255.331332905753,28695.652009247293,path,0
P1,11787.922508085425,28695.652009247293,path,0
P1,12345.715372268241,28695.652009247293,path,0
P1,12929.902444516123,28695.652009247293,path,0
P1,13541.73267271657,28695.652009247293,path,0
P1,14182.514103739008,28695.652009247293,path,0
P1,14853.61667994034,28695.652009247293,path,0
P1,15556.475167998322,28695.652009247293,path,0
P1,16292.592226334502,28695.652009247293,path,0
P1,17063.541617684536,35584.61283976122,path,0
P1,17870.971573684208,35584.61283976122,path,0
P1,18716.608318664308,35584.61283976122,path,0
P1,19602.259760188022,35584.61283976122,path,0
P1,20529.819354220912,35584.61283976122,path,0
P1,21501.270153196907,35584.61283976122,path,0
P1,22518.689045634823,35584.61283976122,path,0
P1,23584.251196369296,35584.61283976122,path,0
P1,24700.234696889147,35584.61283976122,path,0
P1,25869.025435725056,35584.61283976122,path,0
P1,27093.12219929929,35584.61283976122,path,0
P1,28375.142014142544,66762.5857489593,path,0
P1,29717.825741899196,66762.5857489593,path,0
P1,31124.043939082796,66762.5857489593,path,0
P1,32596.802994109235,66762.5857489593,path,0
P1,34139.25155472846,66762.5857489593,path,0
P1,35754.68725959572,66762.5857489593,path,0
P1,37446.563788374326,66762.5857489593,path,0
P1,39218.49824544214,66762.5857489593,path,0
P1,41074.2788929879,66762.5857489593,path,0
P1,43017.87325002994,66762.5857489593,path,0
P1,45053.43657467252,66762.5857489593,path,0
P1,47185.320747734266,66762.5857489593,path,0
P1,49418.08357674088,66762.5857489593,path,0
P1,51756.49854017392,66762.5857489593,path,0
P1,54205.564992807595,66762.5857489593,path,0
P1,56770.51885395211,66762.5857489593,path,0
P1,59456.843801454146,66762.5857489593,path,0
P1,62270.28299538637,66762.5857489593,path,0
P1,65216.85135649046,66762.5857489593,path,0
P1,68302.84842562374,66762.5857489593,path,0
P1,71534.87183170237,190114.43129516137,path,0
P1,74919.83139693427,190114.43129516137,path,0
P1,78464.96390949751,190114.43129516137,path,0
P1,82177.84859524769,190114.43129516137,path,0
P1,86066.42332153085,190114.43129516137,path,0
P1,90139.001567745,190114.43129516137,path,0
P1,94404.29019893218,190114.43129516137,path,0
P1,98871.40808039856,190114.43129516137,path,0
P1,103549.90557316087,190114.43129516137,path,0
P1,108449.7849518975,190114.43129516137,path,0
P1,113581.52178905751,190114.43129516137,path,0
P1,118956.08735084382,190114.43129516137,path,0
P1,124584.97205295286,190114.43129516137,path,0
P1,130480.21002621639,313962.8560431297,path,0
P1,136654.4048446653,313962.8560431297,path,0
P1,143120.75647102023,313962.8560431297,path,0
P1,149893.08947721575,313962.8560431297,path,0
P1,156985.8826002923,313962.8560431297,path,0
P1,164414.2996968436,313962.8560431297,path,0
P1,172194.22216219836,313962.8560431297,path,0
P1,180342.2828836448,313962.8560431297,path,0
P1,188875.90180028923,313962.8560431297,path,0
P1,197813.3231455715,313962.8560431297,path,0
P1,207173.6544520597,313962.8560431297,path,0
P1,216976.90740191346,313962.8560431297,path,0
P1,227244.04061035026,231795.94713973528,path,0
P1,237997.0044335839,231795.94713973528,path,0
P1,249258.7878970298,231795.94713973528,path,0
P1,261053.4678441076,231795.94713973528,path,0
P1,273406.260410715,231795.94713973528,path,0
P1,286343.5749354247,231795.94713973528,path,0
P1,299893.07042065763,231795.94713973528,path,0
P1,314083.71466554294,231795.94713973528,path,0
P1,328945.8461968883,231795.94713973528,path,0
P1,344511.2391306602,231795.94713973528,path,0
P1,360813.17110264715,231795.94713973528,path,0
P1,377886.4944135347,231795.94713973528,path,0
P1,395767.71054049436,231795.94713973528,path,0
P1,414495.048174589,231795.94713973528,path,0
P1,434108.54495082895,231795.94713973528,path,0
P1,454650.13304561586,231795.94713973528,path,0
P1,476163.72882457223,1180807.6966845077,path,0
P1,498695.32673241827,1180807.6966845077,path,0
P1,522293.0976256239,1180807.6966845077,path,0
P1,547007.4917580665,1180807.6966845077,path,0
P1,572891.3466398668,1180807.6966845077,path,0
P1,600000.0,184914.63026611044,path,0
