label,x,y,plot_type,plot_num
P1,0.0,28149.99809822151,path,0
P1,9706.532586163608,28149.99809822151,path,0
P1,10119.426633718056,28149.99809822151,path,0
P1,10549.884264662614,28149.99809822151,path,0
P1,10998.652594300416,28149.99809822151,path,0
P1,11466.510518537894,28149.99809822151,path,0
P1,11954.270065760102,28149.99809822151,path,0
P1,12462.777806211785,28149.99809822151,path,0
P1,12992.916321330327,28149.99809822151,path,0
P1,13545.605735580846,28149.99809822151,path,0
P1,14121.805313452069,28149.99809822151,path,0
P1,14722.515124384843,28149.99809822151,path,0
P1,15348.777778522948,31374.312064880156,path,0
P1,16001.680236298853,31374.312064880156,path,0
P1,16682.35569499515,31374.312064880156,path,0
P1,17391.985555556097,31374.312064880156,path,0
P1,18131.80147306287,31374.312064880156,path,0
P1,18903.087494431456,31374.312064880156,path,0
P1,19707.18228704334,31374.312064880156,path,0
P1,20545.481462177177,31374.312064880156,path,0
P1,21419.439997274007,31374.312064880156,path,0
P1,22330.57476124018,31374.312064880156,path,0
P1,23280.467147170944,31374.312064880156,path,0
P1,24270.765817064243,31374.312064880156,path,0
P1,25303.189563288393,57343.82318280204,path,0
P1,26379.530291770185,57343.82318280204,path,0
P1,27501.65613208111,57343.82318280204,path,0
P1,28671.514679819593,57343.82318280204,path,0
P1,29891.136376916933,57343.82318280204,path,0
P1,31162.638035733824,57343.82318280204,path,0
P1,32488.226513064,57343.82318280204,path,0
P1,33870.202540421735,57343.82318280204,path,0
P1,35310.96471726114,57343.82318280204,path,0
P1,36813.01367405805,57343.82318280204,path,0
P1,38378.956412480016,57343.82318280204,path,0
P1,40011.510830177365,57343.82318280204,path,0
P1,41713.51043804868,57343.82318280204,path,0
P1,43487.90927816816,57343.82318280204,path,0
P1,45337.78705091053,57343.82318280204,path,0
P1,47266.35446017226,57343.82318280204,path,0
P1,49276.95878596655,57343.82318280204,path,0
P1,51373.08969406389,109975.39134041249,path,0
P1,53558.38529276165,109975.39134041249,path,0
P1,55836.63844729511,109975.39134041249,path,0
P1,58211.803362849176,109975.39134041249,path,0
P1,60688.00244759671,109975.39134041249,path,0
P1,63269.53346767504,109975.39134041249,path,0
P1,65960.87700651902,109975.39134041249,path,0
P1,68766.7042414974,109975.39134041249,path,0
P1,71691.88505134964,109975.39134041249,path,0
P1,74741.49646849521,109975.39134041249,path,0
P1,77920.83149088456,109975.39134041249,path,0
P1,81235.40826868691,109975.39134041249,path,0
P1,84690.97968175865,109975.39134041249,path,0
P1,88293.54332451604,232201.15392267122,path,0
P1,92049.35191554167,232201.15392267122,path,0
P1,95964.92414999224,232201.15392267122,path,0
P1,100047.05601364333,232201.15392267122,path,0
P1,104302.83257820817,232201.15392267122,path,0
P1,108739.64029840268,232201.15392267122,path,0
P1,113365.17983210014,232201.15392267122,path,0
P1,118187.47940582609,232201.15392267122,path,0
P1,123214.90874879158,232201.15392267122,path,0
P1,128456.19361964866,232201.15392267122,path,0
P1,133920.43095118145,232201.15392267122,path,0
P1,139617.1046392182,232201.15392267122,path,0
P1,145556.1020031681,232201.15392267122,path,0
P1,151747.7309467526,319359.1137780439,path,0
P1,158202.7378487149,319359.1137780439,path,0
P1,164932.32621456083,319359.1137780439,path,0
P1,171948.1761217022,319359.1137780439,path,0
P1,179262.46449175294,319359.1137780439,path,0
P1,186887.8862251631,319359.1137780439,path,0
P1,194837.67623487258,319359.1137780439,path,0
P1,203125.63241722703,319359.1137780439,path,0
P1,211766.13960002468,319359.1137780439,path,0
P1,220774.19450925905,319359.1137780439,path,0
P1,230165.43179789107,319359.1137780439,path,0
P1,239956.15118182605,319359.1137780439,path,0
P1,250163.34573019465,226504.56512178955,path,0
P1,260804.73135903818,226504.56512178955,path,0
P1,271898.7775795892,226504.56512178955,path,0
P1,283464.7395545147,226504.56512178955,path,0
P1,295522.6915177596,226504.56512178955,path,0
P1,308093.5616159951,226504.56512178955,path,0
P1,321199.1682321443,226504.56512178955,path,0
P1,334862.25785402843,226504.56512178955,path,0
P1,349106.54455386,226504.56512178955,path,0
P1,363956.75114710466,226504.56512178955,path,0
P1,379438.652102149,226504.56512178955,path,0
P1,395579.11827524833,226504.56512178955,path,0
P1,412406.163548399,226504.56512178955,path,0
P1,429948.9934510802,226504.56512178955,path,0
P1,448238.0558502558,226504.56512178955,path,0
P1,467305.0937966146,226504.56512178955,path,0
P1,487183.2006187703,886555.3042476675,path,0
P1,507906.8773610455,886555.3042476675,path,0
P1,529512.0926645288,886555.3042476675,path,0
P1,552036.3451953386,886555.3042476675,path,0
P1,575518.7287284428,886555.3042476675,path,0
P1,600000.0,184977.1469303873,path,0
