label,x,y,plot_type,plot_num
P1,0.0,24129.612502483422,path,0
P1,7841.960145551333,24129.612502483422,path,0
P1,8193.173891638347,24129.612502483422,path,0
P1,8560.117263118886,24129.612502483422,path,0
P1,8943.494734455517,24129.612502483422,path,0
P1,9344.042331038178,24129.612502483422,path,0
P1,9762.52904223898,24129.612502483422,path,0
P1,10199.758297752745,24129.612502483422,path,0
P1,10656.569510057623,24129.612502483422,path,0
P1,11133.839685957104,24129.612502483422,path,0
P1,11632.485110297288,24129.612502483422,path,0
P1,12153.46310509194,24129.612502483422,path,0
P1,12697.773867432541,24129.612502483422,path,0
P1,13266.462389711844,28685.974565932185,path,0
P1,13860.620465847487,28685.974565932185,path,0
P1,14481.388787357284,28685.974565932185,path,0
P1,15129.95913331033,28685.974565932185,path,0
P1,15807.576658358304,28685.974565932185,path,0
P1,16515.542283239625,28685.974565932185,path,0
P1,17255.215192345855,28685.974565932185,path,0
P1,18028.0154431453,28685.974565932185,path,0
P1,18835.426692473506,28685.974565932185,path,0
P1,19678.999044924665,28685.974565932185,path,0
P1,20560.352028812453,40955.61354136887,path,0
P1,21481.17770541365,40955.61354136887,path,0
P1,22443.24391746385,40955.61354136887,path,0
P1,23448.39768314176,40955.61354136887,path,0
P1,24498.568742058214,40955.61354136887,path,0
P1,25595.7732600574,40955.61354136887,path,0
P1,26742.117699943174,40955.61354136887,path,0
P1,27939.802865561494,40955.61354136887,path,0
P1,29191.12812700308,40955.61354136887,path,0
P1,30498.495835038015,40955.61354136887,path,0
P1,31864.415933257256,40955.61354136887,path,0
P1,33291.51077677577,40955.61354136887,path,0
P1,34782.52016674833,76430.75117296985,path,0
P1,36340.30661036356,76430.75117296985,path,0
P1,37967.86081641458,76430.75117296985,path,0
P1,39668.30743699681,76430.75117296985,path,0
P1,41444.9110663563,76430.75117296985,path,0
P1,43301.08250840521,76430.75117296985,path,0
P1,45240.38532493728,76430.75117296985,path,0
P1,47266.542677114696,76430.75117296985,path,0
P1,49383.44447336122,76430.75117296985,path,0
P1,51595.15483738396,76430.75117296985,path,0
P1,53905.91991066185,76430.75117296985,path,0
P1,56320.176004379726,76430.75117296985,path,0
P1,58842.558116459106,76430.75117296985,path,0
P1,61477.90883003653,76430.75117296985,path,0
P1,64231.28761047346,76430.75117296985,path,0
P1,67107.98051874642,76430.75117296985,path,0
P1,70113.51035986579,76430.75117296985,path,0
P1,73253.64728580623,76430.75117296985,path,0
P1,76534.41987330528,196910.80484065984,path,0
P1,79962.1266977972,196910.80484065984,path,0
P1,83543.34842570273,196910.80484065984,path,0
P1,87284.96044828983,196910.80484065984,path,0
P1,91194.14608136032,196910.80484065984,path,0
P1,95278.41035610423,196910.80484065984,path,0
P1,99545.59442759774,196910.80484065984,path,0
P1,104003.89062860672,196910.80484065984,path,0
P1,108661.85819759758,196910.80484065984,path,0
P1,113528.4397111499,196910.80484065984,path,0
P1,118612.97825231883,196910.80484065984,path,0
P1,123925.23534790824,196910.80484065984,path,0
P1,129475.40970909069,196910.80484065984,path,0
P1,135274.15681135404,196910.80484065984,path,0
P1,141332.60935136472,306215.23592799826,path,0
P1,147662.39862002153,306215.23592799826,path,0
P1,154275.67683273368,306215.23592799826,path,0
P1,161185.14045979275,306215.23592799826,path,0
P1,168404.05460163008,306215.23592799826,path,0
P1,175946.2784557559,306215.23592799826,path,0
P1,183826.2919242725,306215.23592799826,path,0
P1,192059.223413045,306215.23592799826,path,0
P1,200660.87887589814,306215.23592799826,path,0
P1,209647.77215960048,306215.23592799826,path,0
P1,219037.15670789356,306215.23592799826,path,0
P1,228847.05868543274,306215.23592799826,path,0
P1,239096.31158523244,240372.19227974332,path,0
P1,249804.59238605681,240372.19227974332,path,0
P1,260992.45932917277,240372.19227974332,path,0
P1,272681.39138699014,240372.19227974332,path,0
P1,284893.8294993635,240372.19227974332,path,0
P1,297653.21965672215,240372.19227974332,path,0
P1,310984.0579127421,240372.19227974332,path,0
P1,324911.9374129759,240372.19227974332,path,0
P1,339463.59752973076,240372.19227974332,path,0
P1,354666.9751975229,240372.19227974332,path,0
P1,370551.2585476666,240372.19227974332,path,0
P1,387146.9429449677,240372.19227974332,path,0
P1,404485.88953410235,240372.19227974332,path,0
P1,422601.38640808227,240372.19227974332,path,0
P1,441528.2125162393,240372.19227974332,path,0
P1,461302.70443442406,240372.19227974332,path,0
P1,481962.8261256054,804870.3235874057,path,0
P1,503548.24182480195,804870.3235874057,path,0
P1,526100.3921882729,804870.3235874057,path,0
P1,549662.5738531607,804870.3235874057,path,0
P1,574280.0225603329,804870.3235874057,path,0
P1,600000.0,200803.95242936537,path,0
